queue_order,source_id,source_status,source_name,source_url,source_address,source_prefecture,source_capacity,source_updated_at,discovered_at,official_url,official_name,official_status,official_capacity,official_area_m2,official_price_url,official_access_url,official_conditions_url,official_observed_at,verification_status,canonical_candidate_id,notes
363,LASENS-650,listed,ザ☆キッチンNAKANO,https://lasens.com/database/theater-650.html,東京都中野区弥生町5-20-1 弥生町ユニオンビル,東京都,70,2020-09-02,2026-07-31,https://ameblo.jp/ikesun/,ザ✩キッチンNAKANO,unknown,,,,,,2026-08-01,primary_partial,,運営者を名乗るStudioVAD公式ブログで6階のショースペース名と貸出案内を確認したが公式ブログの公開・更新情報は2015年まででリンク先旧公式ドメインも現行確認できない。2026年の現行・閉館と客席・料金を確定せずLaSensの70席も転記していない
364,LASENS-465,listed,サイスタジオ小茂根・Aスタジオ,https://lasens.com/database/theater-465.html,東京都板橋区小茂根1-9-5,東京都,,2020-09-16,2026-07-31,https://saistudio.net/komone-a.html,SAiSTUDIOコモネA,current,,223,https://saistudio.net/komone-a.html,https://saistudio.net/komone-a.html,https://saistudio.net/komone-a.html,2026-08-01,verified_primary,,運営会社公式で予約受付・スタジオ面積223平方メートル・小竹向原駅徒歩3分・用途と設備・2026年4月改定料金を確認。公演イベント利用は平日85800円・土日祭日110000円で公共料金別途・10時から21時
365,LASENS-466,marked_closed,サイスタジオ大山・第一スタジオ,https://lasens.com/database/theater-466.html,東京都板橋区大山東町19-1,東京都,,2020-09-09,2026-07-31,https://saistudio.net/,SAiSTUDIO大山第1,unknown,,,,https://saistudio.net/access.html,,2026-08-01,primary_partial,,運営会社公式の現行スタジオ一覧は同住所の大山ZERO・第2・第3を掲載する一方で大山第1を掲載せず旧個別URLも404。現行の大山ZEROは1階111.7平方メートルで旧第一スタジオとの同一性を確認できないため閉館・改称を断定せずLaSensの閉館表示も転記していない
366,LASENS-3367,listed,ささや ギャラリー,https://lasens.com/database/theater-3367.html,東京都墨田区横川1-1-10,東京都,,2021-09-14,2026-07-31,https://gallery.sasayacafe.com/,すみだパークギャラリーささや,current,,242,,https://gallery.sasayacafe.com/,,2026-08-01,verified_primary,,施設公式と併設カフェ公式で現行ギャラリー・所在地・アクセス・展示イベント用途・22メートル×11メートル・高さ4.9メートル・可動壁7台を確認。面積242平方メートルは公式寸法からの単純計算。公開料金・利用条件は確認できず空欄
367,LASENS-603,listed,ザムザ阿佐谷,https://lasens.com/database/theater-603.html,東京都杉並区阿佐ヶ谷北2-12-2 ラピュタビルB1,東京都,129,2020-06-24,2026-07-31,https://www.laputa-jp.com/zamza/siyou.html,ザムザ阿佐谷,current,129,,https://www.laputa-jp.com/zamza/siyou.html,https://www.laputa-jp.com/zamza/siyou.html,https://www.laputa-jp.com/zamza/siyou.html,2026-08-01,verified_primary,,運営会社公式で2026年の割引・予約受付と利用条件を確認。公式平面図の客席作例最大129席を記録。基本使用料は平日仕込50000円・1公演80000円・2公演100000円で土日祝は70000円・100000円・120000円の税別。公式住所は阿佐谷北2-12-21でLaSens行の2-12-2と相違
368,LASENS-3342,listed,サンガイノリバティ,https://lasens.com/database/theater-3342.html,東京都世田谷区北沢2-10-10 イサミヤ駅前ビル3F,東京都,40,2023-06-24,2026-07-31,https://sangainoliberty.amebaownd.com/,サンガイノリバテイ,current,40,,https://sangainoliberty.amebaownd.com/,https://sangainoliberty.amebaownd.com/,https://sangainoliberty.amebaownd.com/pages/7067239/shop,2026-08-01,verified_primary,,運営会社公式で2026年の現行サイト・最大40席・下北沢駅東口徒歩30秒・料金・申込・キャンセル・使用上の注意を確認。1日10時から22時55000円・半日39000円で照明音響機材込み税込。公式表記はサンガイノリバテイ
369,LASENS-509,listed,サンモールスタジオ,https://lasens.com/database/theater-509.html,東京都新宿区新宿1-19-10 サンモール第3M8F,東京都,105,2020-10-19,2026-07-31,http://www.sun-mallstudio.com/,サンモールスタジオ,current,110,,http://www.sun-mallstudio.com/riyou.htm,http://www.sun-mallstudio.com/access.htm,http://www.sun-mallstudio.com/PDF/kiyaku4.pdf,2026-08-01,verified_primary,,公式TOPは2026年7月20日更新で2027年利用受付と2026年空き状況を掲載。公式資料は約110名。LaSensの105は転記せず。料金・規約は現行公開だが料金ページに古い年度表記も混在するため利用時は再確認が必要。
370,LASENS-3535,listed,シアター・アルファ東京,https://lasens.com/database/theater-3535.html,東京都渋谷区東3-24-7,東京都,201,2023-02-20,2026-07-31,https://www.alpha-tk.com/,シアター・アルファ東京,current,201,,https://www.alpha-tk.com/%E5%88%A9%E7%94%A8%E6%A1%88%E5%86%85,https://www.alpha-tk.com/%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9,https://www.alpha-tk.com/_files/ugd/aa1078_8ffbf8dd32cd4585bed6667da1b5d98b.pdf,2026-08-01,verified_primary,,公式利用案内に201席・料金・原則7日以上・審査条件を掲載。公式アクセスは恵比寿駅徒歩3分。現行利用規約PDFも確認した。
371,LASENS-526,marked_closed,シアター・グリーン(改築前),https://lasens.com/database/theater-526.html,東京都豊島区南池袋2-20-4,東京都,130,2020-06-24,2026-07-31,https://theater-green.com/theater/,シアターグリーン,closed,,,,https://theater-green.com/theater/,,2026-08-01,verified_primary,,公式沿革で1968年開場・1972年改名・2005年に建物全体を建て替え3劇場の現行コンプレックスへ移行と確認。改築前の単館行は終了扱い。旧130席は公式確認できず転記していない。
372,LASENS-563,listed,シアター・バビロンの流れのほとりにて,https://lasens.com/database/theater-563.html,東京都北区豊島7-26-19,東京都,,2020-09-30,2026-07-31,http://www.tokyobabylon.org/,シアター・バビロンの流れのほとりにて,unknown,,,http://www.tokyobabylon.org/babylon01.html,http://www.tokyobabylon.org/babylon02.html,http://www.tokyobabylon.org/babylon01.html,2026-08-01,primary_partial,,公式HTTPページで料金・利用手続・住所を確認したが公式アーカイブは2020年までで現行公演を確認できず。HTTPSは証明書名不一致。二次ポータルの48名は公式値へ転記していない。
373,LASENS-548,listed,シアター711,https://lasens.com/database/theater-548.html,東京都世田谷区北沢1-45-15,東京都,90,2021-03-23,2026-07-31,https://www.honda-geki.com/711/,シアター711,current,,,https://www.honda-geki.com/docs/711syou.html,https://www.honda-geki.com/access/,https://www.honda-geki.com/docs/711syou.html,2026-08-01,verified_primary,,本多劇場グループ公式で2026年公演予定・利用料金・申込条件・アクセスを確認。公式備品表の椅子数合計を最大定員とみなさずLaSensの90席は転記していない。
374,LASENS-523,marked_closed,シアターD,https://lasens.com/database/theater-523.html,東京都渋谷区宇田川町32-7 チトセビル5F,東京都,100,2020-09-09,2026-07-31,http://www.theater-d.com/,,unknown,,,,,,2026-08-01,official_not_found,,旧公式候補ドメインは空応答。二次報道には2016年の公式閉館告知画像が残るが公式本文へ到達できず。索引行は2006年移転前住所でもあるため閉館・100席を公式欄へ転記していない。
375,LASENS-3033,listed,シアターGOO,https://lasens.com/database/theater-3033.html,東京都新宿区新宿3-35-5 守ビル3F,東京都,,2021-04-17,2026-07-31,https://x.com/StageBarMOON,Stage Bar MOON,unknown,,,,https://x.com/StageBarMOON,,2026-08-01,ambiguous,,新宿区公式の2025年営業許可資料と現行公式Xで同住所のStage Bar MOONを確認。ただしシアターPOO・GOOからの改称または承継関係を公式一次情報で解けないため同一施設と断定していない。
376,LASENS-670,marked_closed,シアターKASSAI,https://lasens.com/database/theater-670.html,東京都豊島区東池袋1-45-,東京都,100,2024-08-23,2026-07-31,https://x.com/theaterKASSAI,シアターKASSAI,unknown,,,,,,2026-08-01,blocked,,旧公式ドメインはDNS解決不能。公式Xの2024年8月31日付投稿URLは特定したが公開本文を取得できずプラットフォーム制限。閉館日・100席を二次索引から公式欄へ転記していない。
377,LASENS-539,marked_closed,シアターPOO,https://lasens.com/database/theater-539.html,東京都新宿区新宿3-35-5 守ビル3F,東京都,50,2021-01-25,2026-07-31,https://x.com/StageBarMOON,Stage Bar MOON,unknown,,,,https://x.com/StageBarMOON,,2026-08-01,ambiguous,,新宿区公式の2025年営業許可資料と現行公式Xで同住所のStage Bar MOONを確認。ただしシアターPOO・GOOからの改称または承継関係を公式一次情報で解けないため同一施設と断定していない。
378,LASENS-546,marked_closed,シアターVアカサカ,https://lasens.com/database/theater-546.html,東京都港区赤坂2-16-9,東京都,248,2020-06-24,2026-07-31,,,unknown,,,,,,2026-08-01,official_not_found,,施設名・住所・旧運営者候補を探索し港区公式の過去紹介までは確認したが、劇場または運営者による公式閉館告知・現行案内を特定できなかった。LaSensの閉館表示と248席、第三者会場情報の値は公式欄へ転記していない。
379,LASENS-1928,listed,シアターウイング,https://lasens.com/database/theater-1928.html,東京都新宿区若葉1-22-16 ASTY B1F,東京都,60,2020-10-05,2026-07-31,https://studio-wing.com/theatre/,シアターウィング,current,60,80,https://studio-wing.com/theatre/,https://studio-wing.com/map/,https://studio-wing.com/notice2/,2026-08-01,verified_primary,,公式は客席60席・ホール内80平方メートル（施設全体110平方メートル）と現行パック料金、四ッ谷駅徒歩8分、利用規約を掲載。2026年7月の公式更新も確認した。
380,LASENS-1728,listed,シアターカフェ＆ダイニング プロセニアム,https://lasens.com/database/theater-1728.html,東京都杉並区高円寺南 3－46－９プラザU地下1階,東京都,25,2020-09-04,2026-07-31,https://cafe-proscenium.shopinfo.jp/,TheaterCafe＆Dining Proscenium,unknown,,,https://cafe-proscenium.shopinfo.jp/pages/1362560/page_201710202309,https://cafe-proscenium.shopinfo.jp/,https://cafe-proscenium.shopinfo.jp/pages/1362560/page_201710202309,2026-08-01,primary_partial,,公式サイトで同住所のイベントスペース案内・レンタル条件と2025年10月までの公式投稿を確認したが、2026年の現行営業を確定できない。料金ページは新料金を公開せず見積対応のため数値を空欄とし、LaSensの25席は転記していない。
381,LASENS-528,listed,シアターグリーン(エリア171)(Box in Box),https://lasens.com/database/theater-528.html,東京都豊島区南池袋2-20-4,東京都,104,2022-05-26,2026-07-31,https://theater-green.com/theater/boxinbox/,BOX in BOX THEATER,current,104,,https://theater-green.com/guide/,https://theater-green.com/access/,https://theater-green.com/guide/,2026-08-01,verified_primary,,公式は固定座席104席（同ページの座席数欄は104席〜）、1日148500円税込、延長30分9350円税込と現行利用条件を掲載。2026年公演予定も確認した。
382,LASENS-530,listed,シアターグリーン(メインホール)(BIG TREE THEATER),https://lasens.com/database/theater-530.html,東京都豊島区南池袋2-20-4,東京都,167,2021-02-16,2026-07-31,https://theater-green.com/theater/bigtree/,BIG TREE THEATER,current,167,,https://theater-green.com/guide/,https://theater-green.com/access/,https://theater-green.com/guide/,2026-08-01,verified_primary,,公式は固定座席167席（同ページの座席数欄は167席〜）、1日209000円税込、延長30分12100円税込と現行利用条件を掲載。2026年公演予定も確認した。
383,LASENS-532,listed,シアターグリーン(小劇場)(Base Theater),https://lasens.com/database/theater-532.html,東京都豊島区南池袋2-20-4,東京都,70,2021-02-16,2026-07-31,https://theater-green.com/theater/base/,BASE THEATER,current,70,,https://theater-green.com/guide/,https://theater-green.com/access/,https://theater-green.com/guide/,2026-08-01,verified_primary,,公式はパイプ椅子70席（同ページの座席数欄は70席〜）、1日82500円税込、延長30分6600円税込と現行利用条件を掲載。2026年公演予定も確認した。
384,LASENS-543,listed,シアターサンモール,https://lasens.com/database/theater-543.html,東京都新宿区新宿1-19-10 サンモールクレストB1F,東京都,300,2020-09-01,2026-07-31,http://theatersunmall.server-shared.com/,シアターサンモール,current,,,http://theatersunmall.server-shared.com/siryou/1ryokinhyo.pdf,http://theatersunmall.server-shared.com/map/map.html,http://theatersunmall.server-shared.com/moushikomi.htm,2026-08-01,verified_primary,,公式トップの2026年7月20日更新・2026年公演予定と同住所、2025年12月作成の使用料金PDF、申込手順、アクセスを確認。公式本文から客席数を確定できないためLaSensの300席は転記していない。HTTPSは自己署名証明書のためHTTP公式URLを記録した。
